"4168 42
4168 43
4168 44
4168 45
4168 46
4168 47","For CTX3 3P
from 185 to 225 A
(AC-3)",602,5
,"For CTX3 3P
from 265 to 400 A
(AC-3)",896,5
,"For CTX3 3P
from 500 to 900 A
(AC-3)",1348,5
,"For CTX3 4P
from 165 to 330 A
(AC-1)",752,5
,"For CTX3 4P
from 420 to 500 A
(AC-1)",1138,5
,"For CTX3 4P
from 750 to 900 A
(AC-1)",1920,5
