"6731 63
6732 01
6732 03",Cat.Nos,Description,"MRP*
` /
Unit",Pack
,"6732 01
6732 02
6732 03
6732 04
6732 06
6732 08
6732 09
6732 12
6732 16
6732 18","1 Module plate + Frame
2 Module plate + Frame
3 Module plate + Frame
4 Module plate + Frame
6 Module plate + Frame
8 Module plate + Frame
(horizontal)
8 Module plate + Frame
(4x2)
12 Module plate + Frame
16 Module plate + Frame
18 Module plate + Frame","226
242
256
276
496
546
678
822
950
1096","20/200
20/200
10/100
10/100
5/50
5/50
5/25
1/10
1/10
1/10"
