"5150 47
5150 23",,,,
,"5150 53
5150 54
5150 55
5150 56
5150 57
5150 58
5150 59
5150 60
5150 61","5 kVAr HD box
440 V","3292
4806
5322
6404
8010
9612
12196
15250
30494",1
,,"7.5 kVAr HD box
440 V",,1
,,"8.33 kVAr HD box
440 V",,1
,,"10 kVAr HD box
440 V",,1
,,"12.5 kVAr HD box
440 V",,1
,,"15 kVAr HD box
440 V",,1
,,"20 kVAr HD box
440 V",,1
,,"25 kVAr HD box
440 V",,1
,,"50 kVAr HD box
440 V",,1
