"6755 40
6759 75
6755 56
6755 57
6755 55
6755 58
6759 65
6759 74
6755 46
6755 44
6759 66",Cat.Nos,Description,"MRP*
` /
Unit",Pack
,"6755 46
6755 41
6755 44
6759 66
6759 67","TV socket
1 module
RJ 11 telephone socket
1 module
Double RJ
11 telephone socket
1 module
RJ45 socket cat 5e
with shutter - 1 module
RJ45 socket cat 6
with shutter - 1 module","204
194
322
480
698","20/200
20/200
20/200
20/200
20/200"
