,"4173 40
4173 41
4173 42
4173 43
4173 44
4173 45
4173 46
4173 47
4173 48
4173 49
4173 50
4173 51",0.02,2.1,4460,1
,,0.06,3.3,4460,1
,,0.09,5.2,4460,1
,,0.12,8.2,4966,1
,,0.18 / 0.25,13,4966,1
,,0.37 / 0.55,20.8,4966,1
,,0.75,32.5,4966,1
,,1.5,52,5028,1
,,2.2,78,5028,1
,,3,104,5028,1
,,4,130,5300,1
,,5.5,169,5630,1
