,"6812 52
6812 71
6812 51
6812 70","USB Charger 1500mA Type A,
1 module","1067
1163
1576
1878",1/10/100
,,"USB Charger 1500mA Type C,
1 module",,1/10/100
,,"Double USB Charger 3100mA
Type A, 2 module",,1/10/100
,,"Double USB Charger 3100mA
Type A & Type C, 2 module",,1/10/100
