"6796 06
6796 08
6796 09
6796 12
6796 16
6796 18","PLATE+FRAME
6M DARK FADE","772
842
1056
1276
1484
1708",1/0/10
,"PLATE+FRAME
8M DARK FADE",,1/0/10
,"PLATE+FRAME
2X4M DARK FADE",,1/0/5
,"PLATE+FRAME
12M DARK FADE",,1/0/5
,"PLATE+FRAME
16M DARK FADE",,1/0/5
,"PLATE+FRAME
18M DARK FADE",,1/0/5
