,"4065 18
4065 19
4065 20
4065 22
4065 23",32,"4
4
4
4
4",1240,"1/32
1/32
1/32
1/32
1/32"
,,40,,1538,
,,63,,1698,
,,100,,2050,
,,125,,2260,
