,"6811 24
6811 22
6811 26
6811 29
6811 19","6A 3 pin Round socket with
shutter, (ISI mark), 2 module","150
212
234
904
1716",1/20/200
,,"6/16A socket with shutter,
(ISI Mark), 2 module",,1/10/100
,,"25A socket with shutter,
2 module",,1/10/100
,,"6A Multistandard Switched
Socket, 1 Gang, 2 module",,1/10
,,"6A Multistandard Switched
Socket, 2 Gang, 4 module",,1/5/20
