"4127 94
4127 95","Vertical Dial N/O
Contact
- with 100 h
working Reserve
-Minimum switching
time: 2 hours","1
3",4562,"1
1"
,"Horizontal Dial
Changeover Switch
- with 100 h
working Reserve
-Minimum switching
time: 4 hours",,6608,
