"5734 01
5734 50
5720 38
5734 10
5720 43
5720 49
5720 12",Cat.Nos,Description,"MRP*
` /
Unit",Pack
,"5734 12
5735 30","Switch - 32 A - DP -
1 way with indicator -
2 module","1338
1544",10/100
,,"Switch - 40 A - DP -
1 way with indicator -
fits on 1/2 module box",,1/5/20
