4149 47,"For 10 Modbus adresses or 10
pulse modules","
",1
4149 48,"For 32 Modbus adresses or 32
pulse modules","
",1
4149 49,"For 255 Modbus adresses or
255 pulse modules Supplied with
external power supply and fixing""
brackets","
",1
