"6792 26
6792 29
6792 30
6792 32
6792 35","16A 3 Pin Switched Socket
3M","1212
562
470
596
240",5/50
,"6/16A - ISI - Socket
3 module",,5/50
,"6/16A - ISI - Socket
2 module",,10/100
,25A Socket 2M,,10/100
,6A 3-Pin ISI socket 2 module,,1/20/200
