"DRX
125HP
DRX
250HP
DRX
630
DRX
125HP
DRX
250HP
DRX
630",Direct,"6687 70
6687 72
6687 80
6687 71
6687 73
6687 81",1206,"1
1
1
1
1
1"
,Direct,,1228,
,Direct,,2152,
,Vary Depth,,1850,
,Vary Depth,,1906,
,Vary Depth,,3554,
