"4122 40
4122 461
4122 41
4122 42
4122 471
4122 43",1P,"-
Right
-
-
Right
-",No,"1
2
2
3
4
4",5548,"1
1
1
1
1
1"
,1P+N,,No,,10564,
,2P,,No,,10564,
,3P,,Yes,,15472,
,3P+N,,No,,18830,
,4P,,No,,18830,
