Model,"Aux.
Supply
(V)","Output
Contacts","Device
Code",Cat. No.,"M.R.P.
(`)
Per Unit"
MC61CnX,"24 - 240V
AC/ DC",4 NO,"51, 51N,
50, 50N",MC61CNX4000,25500
