,DPX³ 160,160,4201 98,9820,1,4201 99,12326,1
,DPX³ 250,250,4202 99,19162,1,4203 00,26352,1
,DPX³ 630,400,4222 16,27498,1,4222 18,37990,1
,,630,4222 17,34364,1,4222 19,44086,1
