"6735 23
6735 33",Cat.Nos,Description,"MRP*
` /
Unit",Pack
,"6735 31#
6735 32#
6735 33#
6735 34#
6735 35#
6735 36#
6735 37#
6735 38#
6735 39#
6735 40#","Plate & frame 86 x 86
1 module
Plate & frame 86 x 86
2 modules
Plate & frame 121 x 86
3 modules
Plate & frame 146 x 86
4 modules
Plate & frame 224 x 86
6 modules
Plate & frame 245 x 86
8 modules
Plate & frame 146 x 172
4 x 2 modules
Plate & frame 224 x 172
12 modules
Plate & frame 245 x 172
16 modules
Plate & frame 224 x 240
18 modules","144
144
180
216
300
320
388
540
728
838","20/200
20/200
10/100
10/100
5/50
5/50
5/25
10
10
10"
