,"6772 91#
6772 89
6772 90","USB Charger 1500 mA
Type A-1 module","1042
2410
1160",1/5/50
,,"Double USB charger
3000 mA 2 module
Type A & Type C-2 module",,1/10/100
,,"USB Charger 1500 mA
Type C-1 module",,1/5/50
