5078 86N,Cat.Nos,Description,"MRP*
` /
Unit",Pack
,"5078 80
5078 81
5078 82
5078 83","4W 8+12+12
6W 8+12+18
8W 8+12+24
12W 8+12+36","■
■
■
■","1
1
1
1"
