,"4087 72
4087 73
4087 75
4087 76
4087 77",0.5,"4
4
4
4
4",2902,"1/32
1/32
1/32
1/32
1/32"
,,1,,2902,
,,2,,2902,
,,3,,2902,
,,4,,2902,
