,"4165 46
4165 56
4165 66
4165 76
4165 86","For CTX³ 40 A to 60
A (AC-1)",1578,1
,,"For CTX³ 100 A to
135 A (AC-1)",1876,1
,,"For CTX³ 165 A to
330 A (AC-1)",9858,1
,,"For CTX³ 420 A to
500 A (AC-1)",18400,1
,,"For CTX³ 750 A to
900 A (AC-1)",27602,1
