"4171 40
4171 41
4171 44
4171 46
4171 49",20 A,16 A,24 V~,1798,1
,20 A,16 A,24 V=,2286,1
,20 A,16 A,110 V~,1798,1
,20 A,16 A,230 V~,1798,1
,20 A,16 A,415 V~,1798,1
