,"6772 00
6772 01
6772 02
6772 03
6772 04",6 A Switch 1 W 1 module,"88
170
170
156
156",20/200
,,6 A Switch 2 W 1 module,,20/200
,,"6 A Switch 1 W 1 module with
indicator",,20/200
,,"6 A Switch 1 W 1 module
with ""Light"" marking",,20/200
,,"6 A Switch 1 W 1 module with
""Fan"" marking",,20/200
