,"6812 43
6812 44
6812 40
6812 41
6812 42","Rotary Dimmer 400W, 1 module","503
653
500
571
643",1/5/50
,,"Rotary Dimmer 500W, 2 module",,1/10/100
,,"Fan Regulator 4 step 100W
(ISI mark), 1 module",,1/5/50
,,"Fan Regulator 360 degree
100W (ISI mark), 2 module",,1/10/100
,,"Fan Regulator 8 step 100W,
2 module",,1/10/100
