,"5734 41
5734 36
5734 22","USB Charger 1500mA
Type A, 1 module","2180
2200
3026",1/5/50
,,"USB Charger 1500mA
Type C, 1 module",,1/5/50
,,"Double USB Charger
2400mA",,1/10/100
