"DMX SP 2500
Icu = 50 kA",630 A,"6695 24
6695 25
6695 26
6695 27
6695 28
6695 29
6695 76",114708,"1
1
1
1
1
1
1",6695 30,159776,1
,800 A,,114708,,6695 31,159776,1
,1000 A,,122900,,6695 32,172068,1
,1250 A,,145434,,6695 33,200740,1
,1600 A,,168880,,6695 34,221156,1
,2000 A,,202248,,6695 35,272186,1
,2500 A,,256090,,6695 77,297618,1
